PLAC,DIVI,OPEC,SECTION,DIVISION,DIVISION_NAME,DIVISION_NAME_ABBR,VENDOR,VENDOR_NAME,PO_NO,ITEM_NO,ITEM_NAME,SPEC,DRAW,AC,DEPT,ORGN,WC,CL,PO_DATE,DUE_DATE,REPLY_DATE,CLOSED_DATE,PRINT_FLG,TOCK_TYPE,RCV_TYPE,INV_DATE,INV_NO,REPLY_QTY,REPLY_UNIT,REPLY_UP,REPLY_AMT,REPLY_CUR,TAX_RATE,TAX_AMT,TOTAL_AMT,TRAD,ETD_DATE,ETA_DATE,EFC_DATE,TAX_INVOICE,RCV_FLG,RCV_DATE,STATUS,REMARK,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613687,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613688,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613689,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613690,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613691,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613692,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613693,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613694,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613695,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613696,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613697,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613699,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613700,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613701,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613702,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613703,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613704,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613705,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613706,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613707,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613708,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613709,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613710,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613711,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613712,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613713,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613714,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613715,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613716,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613717,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613718,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613719,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613720,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613721,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613722,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613723,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613724,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613725,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613726,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613727,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613728,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613729,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613730,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613731,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613732,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613733,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613734,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613735,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613736,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613737,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613738,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613739,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613740,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613741,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613742,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613743,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613744,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613745,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613746,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613747,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613748,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613749,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613750,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
T2,71,DM,71DM,T271DM,SPINDLE MOTOR,ASSY,22243DW,NMB-MINEBEA THAI LIMITED,YDC9600,1119-621-00012,CONE (COATED),(NMB REV.B),DORADO 10D,4520A6,11,DM08,,LC,17/12/2025,05/01/2026,05/01/2026,,A,A,D/O Inter-Div,27/01/2026,E613751,1200,PCS,6.53,7836,BT,0,0,7836,,,,,,,,WAITING RECEIVE,P/O BALANCE,
